,open,high,low,close,adjclose,volume,ticker
2003-11-06,0.6584360003471375,0.6790120005607605,0.6419749855995178,0.6543200016021729,0.5317394137382507,492804.0,7160.KL
2003-11-07,0.6543200016021729,0.6584360003471375,0.6419749855995178,0.6502050161361694,0.5283953547477722,194400.0,7160.KL
2003-11-10,0.6419749855995178,0.6419749855995178,0.6152259707450867,0.6213989853858948,0.5049858689308167,761562.0,7160.KL
2003-11-11,0.6213989853858948,0.6213989853858948,0.6152259707450867,0.6213989853858948,0.5049858689308167,226962.0,7160.KL
2003-11-12,0.6337440013885498,0.6337440013885498,0.6255139708518982,0.6255139708518982,0.5083298683166504,139968.0,7160.KL
2003-11-13,0.6543200016021729,0.6543200016021729,0.6419749855995178,0.6419749855995178,0.5217071175575256,21384.0,7160.KL
2003-11-14,0.6460899710655212,0.6584360003471375,0.6337440013885498,0.6378600001335144,0.5183630585670471,467046.0,7160.KL
2003-11-17,0.6255139708518982,0.6255139708518982,0.6152259707450867,0.6213989853858948,0.5049858689308167,2005722.0,7160.KL
2003-11-18,0.6172829866409302,0.6213989853858948,0.6172829866409302,0.6172829866409302,0.5016409158706665,1429326.0,7160.KL
2003-11-19,0.6172829866409302,0.6172829866409302,0.6090530157089233,0.6111109852790833,0.4966251254081726,1787508.0,7160.KL
2003-11-20,0.6131680011749268,0.6213989853858948,0.6131680011749268,0.6172829866409302,0.5016409158706665,1792854.0,7160.KL
2003-11-21,0.6172829866409302,0.6172829866409302,0.6152259707450867,0.6152259707450867,0.4999691843986511,561330.0,7160.KL
2003-11-24,0.6152259707450867,0.6152259707450867,0.6152259707450867,0.6152259707450867,0.4999691843986511,0.0,7160.KL
2003-11-25,0.6152259707450867,0.6152259707450867,0.6152259707450867,0.6152259707450867,0.4999691843986511,0.0,7160.KL
2003-11-26,0.6152259707450867,0.6152259707450867,0.6152259707450867,0.6152259707450867,0.4999691843986511,0.0,7160.KL
2003-11-27,0.6213989853858948,0.6213989853858948,0.6152259707450867,0.6172829866409302,0.5016409158706665,177390.0,7160.KL
2003-11-28,0.6172829866409302,0.6213989853858948,0.6172829866409302,0.6172829866409302,0.5016409158706665,70956.0,7160.KL
2003-12-01,0.6213989853858948,0.6255139708518982,0.6213989853858948,0.6213989853858948,0.5049858689308167,829116.0,7160.KL
2003-12-02,0.6255139708518982,0.6460899710655212,0.6172829866409302,0.6419749855995178,0.5217071175575256,1243674.0,7160.KL
2003-12-03,0.6502050161361694,0.6625509858131409,0.6378600001335144,0.6543200016021729,0.5317394137382507,996300.0,7160.KL
2003-12-04,0.6296290159225464,0.6378600001335144,0.6296290159225464,0.6378600001335144,0.5183630585670471,80676.0,7160.KL
2003-12-05,0.6378600001335144,0.6378600001335144,0.6296290159225464,0.6296290159225464,0.5116739869117737,1896372.0,7160.KL
2003-12-08,0.6255139708518982,0.6625509858131409,0.6255139708518982,0.6296290159225464,0.5116739869117737,2762910.0,7160.KL
2003-12-09,0.6296290159225464,0.6337440013885498,0.6296290159225464,0.6296290159225464,0.5116739869117737,781488.0,7160.KL
2003-12-10,0.6296290159225464,0.6337440013885498,0.6296290159225464,0.6296290159225464,0.5116739869117737,301320.0,7160.KL
2003-12-11,0.6255139708518982,0.6337440013885498,0.6255139708518982,0.6296290159225464,0.5116739869117737,648810.0,7160.KL
2003-12-12,0.6296290159225464,0.6378600001335144,0.6296290159225464,0.6378600001335144,0.5183630585670471,38880.0,7160.KL
2003-12-15,0.6296290159225464,0.6296290159225464,0.6296290159225464,0.6296290159225464,0.5116739869117737,252720.0,7160.KL
2003-12-16,0.6296290159225464,0.6296290159225464,0.6296290159225464,0.6296290159225464,0.5116739869117737,996300.0,7160.KL
2003-12-17,0.6296290159225464,0.6296290159225464,0.6255139708518982,0.6296290159225464,0.5116739869117737,1416204.0,7160.KL
2003-12-18,0.6296290159225464,0.6296290159225464,0.6296290159225464,0.6296290159225464,0.5116739869117737,187110.0,7160.KL
2003-12-19,0.6337440013885498,0.6337440013885498,0.6337440013885498,0.6337440013885498,0.515018105506897,582228.0,7160.KL
2003-12-22,0.6337440013885498,0.6378600001335144,0.6337440013885498,0.6337440013885498,0.515018105506897,458784.0,7160.KL
2003-12-23,0.6337440013885498,0.6337440013885498,0.6296290159225464,0.6337440013885498,0.515018105506897,1247076.0,7160.KL
2003-12-24,0.6378600001335144,0.6419749855995178,0.6378600001335144,0.6378600001335144,0.5183630585670471,202176.0,7160.KL
2003-12-25,0.6378600001335144,0.6378600001335144,0.6378600001335144,0.6378600001335144,0.5183630585670471,0.0,7160.KL
2003-12-26,0.6378600001335144,0.6378600001335144,0.6337440013885498,0.6337440013885498,0.515018105506897,23814.0,7160.KL
2003-12-29,0.6337440013885498,0.6419749855995178,0.6337440013885498,0.6419749855995178,0.5217071175575256,1604286.0,7160.KL
2003-12-30,0.6419749855995178,0.6584360003471375,0.6419749855995178,0.6502050161361694,0.5283953547477722,1618380.0,7160.KL
2003-12-31,0.6502050161361694,0.6584360003471375,0.6502050161361694,0.6584360003471375,0.5350843071937561,925830.0,7160.KL
2004-01-01,0.6584360003471375,0.6584360003471375,0.6584360003471375,0.6584360003471375,0.5350843071937561,0.0,7160.KL
2004-01-02,0.6543200016021729,0.6543200016021729,0.6543200016021729,0.6543200016021729,0.5317394137382507,43740.0,7160.KL
2004-01-05,0.6584360003471375,0.6584360003471375,0.6543200016021729,0.6543200016021729,0.5317394137382507,329508.0,7160.KL
2004-01-06,0.6584360003471375,0.6584360003471375,0.6543200016021729,0.6584360003471375,0.5350843071937561,1365660.0,7160.KL
2004-01-07,0.6584360003471375,0.6707810163497925,0.6584360003471375,0.6707810163497925,0.5451166033744812,337770.0,7160.KL
2004-01-08,0.6666659712791443,0.711933970451355,0.6666659712791443,0.703702986240387,0.5718709230422974,1169802.0,7160.KL
2004-01-09,0.703702986240387,0.7407400012016296,0.6995880007743835,0.7201640009880066,0.5852481722831726,2004750.0,7160.KL
2004-01-12,0.7201640009880066,0.732509970664978,0.7201640009880066,0.7283949851989746,0.5919371247291565,722196.0,7160.KL
2004-01-13,0.732509970664978,0.7407400012016296,0.732509970664978,0.7366250157356262,0.5986254215240479,1319490.0,7160.KL
2004-01-14,0.7366250157356262,0.7366250157356262,0.72427898645401,0.7366250157356262,0.5986254215240479,957420.0,7160.KL
2004-01-15,0.732509970664978,0.732509970664978,0.7201640009880066,0.7283949851989746,0.5919371247291565,431568.0,7160.KL
2004-01-16,0.72427898645401,0.7283949851989746,0.7201640009880066,0.72427898645401,0.5885922908782959,116640.0,7160.KL
2004-01-19,0.7283949851989746,0.7283949851989746,0.7201640009880066,0.72427898645401,0.5885922908782959,379080.0,7160.KL
2004-01-20,0.72427898645401,0.7283949851989746,0.7201640009880066,0.72427898645401,0.5885922908782959,1792368.0,7160.KL
2004-01-21,0.72427898645401,0.72427898645401,0.72427898645401,0.72427898645401,0.5885922908782959,0.0,7160.KL
2004-01-22,0.72427898645401,0.72427898645401,0.72427898645401,0.72427898645401,0.5885922908782959,0.0,7160.KL
2004-01-23,0.72427898645401,0.72427898645401,0.72427898645401,0.72427898645401,0.5885922908782959,0.0,7160.KL
2004-01-26,0.732509970664978,0.7572010159492493,0.732509970664978,0.7489709854125977,0.6086584329605103,403380.0,7160.KL
2004-01-27,0.7489709854125977,0.7613160014152527,0.7489709854125977,0.7530859708786011,0.6120024919509888,1021572.0,7160.KL
2004-01-28,0.7572010159492493,0.843621015548706,0.7572010159492493,0.8106989860534668,0.6588222980499268,1948860.0,7160.KL
2004-01-29,0.80246901512146,0.8189299702644348,0.7860080003738403,0.7901229858398438,0.6421009302139282,1047330.0,7160.KL
2004-01-30,0.7942379713058472,0.8065840005874634,0.7818930149078369,0.7818930149078369,0.635412871837616,1016712.0,7160.KL
2004-02-02,0.7818930149078369,0.7818930149078369,0.7818930149078369,0.7818930149078369,0.635412871837616,0.0,7160.KL
2004-02-03,0.7818930149078369,0.7818930149078369,0.7818930149078369,0.7818930149078369,0.635412871837616,0.0,7160.KL
2004-02-04,0.7818930149078369,0.7818930149078369,0.7736619710922241,0.7777770161628723,0.632067859172821,747954.0,7160.KL
2004-02-05,0.7736619710922241,0.7983530163764954,0.7736619710922241,0.7818930149078369,0.635412871837616,1267974.0,7160.KL
2004-02-06,0.7860080003738403,0.8148139715194702,0.7860080003738403,0.8148139715194702,0.6621662974357605,518562.0,7160.KL
2004-02-09,0.8189299702644348,0.8724269866943359,0.8189299702644348,0.8724269866943359,0.7089861631393433,3287304.0,7160.KL
2004-02-10,0.8724269866943359,0.8724269866943359,0.8600819706916809,0.8600819706916809,0.6989538669586182,111780.0,7160.KL
2004-02-11,0.8683120012283325,0.8724269866943359,0.8600819706916809,0.8600819706916809,0.6989538669586182,140940.0,7160.KL
2004-02-12,0.8559669852256775,0.8641970157623291,0.8559669852256775,0.8600819706916809,0.6989538669586182,113724.0,7160.KL
2004-02-13,0.8600819706916809,0.8600819706916809,0.843621015548706,0.843621015548706,0.6855766773223877,402894.0,7160.KL
2004-02-16,0.843621015548706,0.843621015548706,0.8353899717330933,0.8353899717330933,0.678887665271759,457326.0,7160.KL
2004-02-17,0.8353899717330933,0.8518509864807129,0.8312749862670898,0.8312749862670898,0.6755436062812805,1995030.0,7160.KL
2004-02-18,0.8353899717330933,0.8395059704780579,0.8312749862670898,0.8312749862670898,0.6755436062812805,960822.0,7160.KL
2004-02-19,0.8312749862670898,0.8395059704780579,0.8271600008010864,0.8395059704780579,0.6822325587272644,2658420.0,7160.KL
2004-02-20,0.8395059704780579,0.8395059704780579,0.8312749862670898,0.8312749862670898,0.6755436062812805,341172.0,7160.KL
2004-02-23,0.8312749862670898,0.8312749862670898,0.8312749862670898,0.8312749862670898,0.6755436062812805,0.0,7160.KL
2004-02-24,0.8312749862670898,0.8395059704780579,0.8189299702644348,0.8312749862670898,0.6755436062812805,1531386.0,7160.KL
2004-02-25,0.8312749862670898,0.8312749862670898,0.8148139715194702,0.8189299702644348,0.6655111908912659,1671840.0,7160.KL
2004-02-26,0.8312749862670898,0.8312749862670898,0.823045015335083,0.8271600008010864,0.6721994876861572,996300.0,7160.KL
2004-02-27,0.823045015335083,0.8271600008010864,0.8189299702644348,0.8271600008010864,0.6721994876861572,762048.0,7160.KL
2004-03-01,0.8271600008010864,0.8271600008010864,0.823045015335083,0.823045015335083,0.6688553094863892,763020.0,7160.KL
2004-03-02,0.823045015335083,0.823045015335083,0.8148139715194702,0.8148139715194702,0.6621662974357605,563760.0,7160.KL
2004-03-03,0.8148139715194702,0.823045015335083,0.8065840005874634,0.8106989860534668,0.6588222980499268,1499796.0,7160.KL
2004-03-04,0.823045015335083,0.823045015335083,0.8106989860534668,0.8189299702644348,0.6655111908912659,863136.0,7160.KL
2004-03-05,0.823045015335083,0.8395059704780579,0.823045015335083,0.8395059704780579,0.6822325587272644,202662.0,7160.KL
2004-03-08,0.8353899717330933,0.8353899717330933,0.8312749862670898,0.8353899717330933,0.678887665271759,470934.0,7160.KL
2004-03-09,0.8271600008010864,0.8312749862670898,0.8271600008010864,0.8312749862670898,0.6755436062812805,233280.0,7160.KL
2004-03-10,0.8312749862670898,0.8641970157623291,0.8312749862670898,0.8600819706916809,0.6989538669586182,1206738.0,7160.KL
2004-03-11,0.843621015548706,0.8888880014419556,0.8312749862670898,0.8888880014419556,0.7223633527755737,1264086.0,7160.KL
2004-03-12,0.8847730159759521,0.8930040001869202,0.8765429854393005,0.8930040001869202,0.7257082462310791,462186.0,7160.KL
2004-03-15,0.8847730159759521,0.901233971118927,0.8847730159759521,0.901233971118927,0.7323964834213257,119070.0,7160.KL
2004-03-16,0.8930040001869202,0.901233971118927,0.8888880014419556,0.8888880014419556,0.7223633527755737,262440.0,7160.KL
2004-03-17,0.8971189856529236,0.8971189856529236,0.8847730159759521,0.8971189856529236,0.7290523648262024,34020.0,7160.KL
2004-03-18,0.880657970905304,0.9135800004005432,0.880657970905304,0.9094650149345398,0.7390854358673096,2600586.0,7160.KL
2004-03-19,0.9094650149345398,0.9135800004005432,0.9053490161895752,0.9094650149345398,0.7390854358673096,364500.0,7160.KL
2004-03-22,0.9135800004005432,0.9300410151481628,0.9094650149345398,0.9300410151481628,0.7558067440986633,640062.0,7160.KL
2004-03-23,0.9094650149345398,0.9259250164031982,0.9094650149345398,0.92180997133255,0.7491176128387451,58320.0,7160.KL
2004-03-24,0.9053490161895752,0.92180997133255,0.9053490161895752,0.9135800004005432,0.7424295544624329,165240.0,7160.KL
2004-03-25,0.901233971118927,0.9135800004005432,0.8847730159759521,0.9053490161895752,0.7357404828071594,225504.0,7160.KL
2004-03-26,0.880657970905304,0.9053490161895752,0.880657970905304,0.9053490161895752,0.7357404828071594,103518.0,7160.KL
2004-03-29,0.8888880014419556,0.9053490161895752,0.880657970905304,0.9053490161895752,0.7357404828071594,154062.0,7160.KL
2004-03-30,0.8930040001869202,0.9053490161895752,0.8930040001869202,0.9053490161895752,0.7357404828071594,249804.0,7160.KL
2004-03-31,0.8888880014419556,0.8971189856529236,0.8888880014419556,0.8971189856529236,0.7290523648262024,14580.0,7160.KL
2004-04-01,0.8888880014419556,0.8888880014419556,0.8847730159759521,0.8847730159759521,0.7190192341804504,29160.0,7160.KL
2004-04-02,0.8847730159759521,0.8847730159759521,0.8477360010147095,0.8847730159759521,0.7190192341804504,108378.0,7160.KL
2004-04-05,0.880657970905304,0.880657970905304,0.8683120012283325,0.8683120012283325,0.7056421041488647,9720.0,7160.KL
2004-04-06,0.8724269866943359,0.880657970905304,0.8559669852256775,0.8641970157623291,0.7022979259490967,150660.0,7160.KL
2004-04-07,0.8641970157623291,0.8641970157623291,0.8518509864807129,0.8518509864807129,0.6922648549079895,189540.0,7160.KL
2004-04-08,0.843621015548706,0.8641970157623291,0.843621015548706,0.8600819706916809,0.6989538669586182,229392.0,7160.KL
2004-04-09,0.8559669852256775,0.8559669852256775,0.8518509864807129,0.8518509864807129,0.6922648549079895,14580.0,7160.KL
2004-04-12,0.8600819706916809,0.8641970157623291,0.8600819706916809,0.8600819706916809,0.6989538669586182,19440.0,7160.KL
2004-04-13,0.8600819706916809,0.8641970157623291,0.8600819706916809,0.8600819706916809,0.6989538669586182,28188.0,7160.KL
2004-04-14,0.8600819706916809,0.8600819706916809,0.843621015548706,0.843621015548706,0.6855766773223877,75816.0,7160.KL
2004-04-15,0.8353899717330933,0.843621015548706,0.8312749862670898,0.843621015548706,0.6855766773223877,81162.0,7160.KL
2004-04-16,0.843621015548706,0.8847730159759521,0.8353899717330933,0.8395059704780579,0.6822325587272644,414072.0,7160.KL
2004-04-19,0.8600819706916809,0.8600819706916809,0.8312749862670898,0.843621015548706,0.6855766773223877,104490.0,7160.KL
2004-04-20,0.8395059704780579,0.8395059704780579,0.8395059704780579,0.8395059704780579,0.6822325587272644,4860.0,7160.KL
2004-04-21,0.8395059704780579,0.8395059704780579,0.8271600008010864,0.8271600008010864,0.6721994876861572,54918.0,7160.KL
2004-04-22,0.8395059704780579,0.8395059704780579,0.8312749862670898,0.8353899717330933,0.678887665271759,102060.0,7160.KL
2004-04-23,0.8395059704780579,0.8395059704780579,0.823045015335083,0.8312749862670898,0.6755436062812805,153090.0,7160.KL
2004-04-26,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.678887665271759,14580.0,7160.KL
2004-04-27,0.8395059704780579,0.8395059704780579,0.8395059704780579,0.8395059704780579,0.6822325587272644,4860.0,7160.KL
2004-04-28,0.8395059704780579,0.843621015548706,0.8148139715194702,0.8353899717330933,0.678887665271759,87480.0,7160.KL
2004-04-29,0.843621015548706,0.8559669852256775,0.823045015335083,0.8395059704780579,0.6822325587272644,117126.0,7160.KL
2004-04-30,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.678887665271759,9720.0,7160.KL
2004-05-03,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.678887665271759,0.0,7160.KL
2004-05-04,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.8353899717330933,0.678887665271759,0.0,7160.KL
2004-05-05,0.8353899717330933,0.8559669852256775,0.8353899717330933,0.8353899717330933,0.678887665271759,100116.0,7160.KL
2004-05-06,0.8395059704780579,0.843621015548706,0.8395059704780579,0.843621015548706,0.6855766773223877,972.0,7160.KL
2004-05-07,0.843621015548706,0.843621015548706,0.823045015335083,0.8395059704780579,0.6822325587272644,64152.0,7160.KL
2004-05-10,0.8271600008010864,0.8312749862670898,0.8271600008010864,0.8312749862670898,0.6755436062812805,43740.0,7160.KL
2004-05-11,0.823045015335083,0.8518509864807129,0.80246901512146,0.823045015335083,0.6688553094863892,140940.0,7160.KL
2004-05-12,0.823045015335083,0.8312749862670898,0.8065840005874634,0.8189299702644348,0.6655111908912659,251262.0,7160.KL
2004-05-13,0.823045015335083,0.823045015335083,0.7942379713058472,0.823045015335083,0.6688553094863892,249318.0,7160.KL
2004-05-14,0.8189299702644348,0.8189299702644348,0.7860080003738403,0.7860080003738403,0.6387569904327393,0.0,7160.KL
2004-05-17,0.8148139715194702,0.8148139715194702,0.7818930149078369,0.7818930149078369,0.635412871837616,561816.0,7160.KL
2004-05-18,0.80246901512146,0.8148139715194702,0.7818930149078369,0.7818930149078369,0.635412871837616,30132.0,7160.KL
2004-05-19,0.7901229858398438,0.80246901512146,0.7860080003738403,0.80246901512146,0.652134120464325,141426.0,7160.KL
2004-05-20,0.7983530163764954,0.80246901512146,0.7942379713058472,0.7983530163764954,0.6487891674041748,51516.0,7160.KL
2004-05-21,0.7818930149078369,0.7983530163764954,0.7818930149078369,0.7983530163764954,0.6487891674041748,118584.0,7160.KL
2004-05-24,0.7942379713058472,0.7942379713058472,0.7654320001602173,0.7654320001602173,0.6220356225967407,0.0,7160.KL
2004-05-25,0.7942379713058472,0.7983530163764954,0.7695469856262207,0.7942379713058472,0.6454450488090515,299376.0,7160.KL
2004-05-26,0.7942379713058472,0.7983530163764954,0.7901229858398438,0.7901229858398438,0.6421009302139282,96228.0,7160.KL
2004-05-27,0.7777770161628723,0.7777770161628723,0.7572010159492493,0.7572010159492493,0.6218236088752747,0.0,7160.KL
2004-05-28,0.7860080003738403,0.7983530163764954,0.7818930149078369,0.7818930149078369,0.642100989818573,76302.0,7160.KL
